year_rank_salary,year_rank_wins,year_rank_wins minus year_rank_salary,team,team code,payroll,payroll (adjusted for inflation),year (season started in),average yearly payroll,stdev yearly payroll,yearly payroll z score,wins,average yearly wins,stdev yearly wins,yearly wins z score,wins z - payroll z
29,28,1,LA Clippers ,LAC,28417580,44656215,1998,36892180.66,7995541.602,-1.059915773,9,25,7.964205637,-2.008988809,-0.949073037
8,7,1,LA Lakers ,LAL,41872000,65798885,1998,36892180.66,7995541.602,0.622824518,31,25,7.964205637,0.753370804,0.130546285
17,29,-12,Memphis ,MEM,33635800,52856275,1998,36892180.66,7995541.602,-0.407274556,8,25,7.964205637,-2.13455061,-1.727276054
5,4,1,Miami ,MIA,44594000,70076317,1998,36892180.66,7995541.602,0.963264245,33,25,7.964205637,1.004494405,0.04123016
16,11,5,Milwaukee ,MIL,33703240,52962257,1998,36892180.66,7995541.602,-0.398839855,28,25,7.964205637,0.376685402,0.775525257
18,17,1,Minnesota ,MIN,33107230,52025669,1998,36892180.66,7995541.602,-0.473382648,25,25,7.964205637,0,0.473382648
1,13,-12,New York ,NYK,59945400,94199960,1998,36892180.66,7995541.602,2.883259258,27,25,7.964205637,0.251123601,-2.632135657
23,17,6,Oklahoma City ,OKC,30413082,47792004,1998,36892180.66,7995541.602,-0.810338934,25,25,7.964205637,0,0.810338934
3,4,-1,Orlando ,ORL,46118000,72471174,1998,36892180.66,7995541.602,1.15387047,33,25,7.964205637,1.004494405,-0.149376065
9,11,-2,Philadelphia ,PHI,41509920,65229900,1998,36892180.66,7995541.602,0.577539281,28,25,7.964205637,0.376685402,-0.200853879
11,13,-2,Phoenix ,PHO,36101500,56730952,1998,36892180.66,7995541.602,-0.098890193,27,25,7.964205637,0.251123601,0.350013795
2,3,-1,Portland ,POR,54725500,85997255,1998,36892180.66,7995541.602,2.230407924,35,25,7.964205637,1.255618006,-0.974789918
19,13,6,Sacramento ,SAC,32267000,50705304,1998,36892180.66,7995541.602,-0.578469963,27,25,7.964205637,0.251123601,0.829593564
7,1,6,San Antonio ,SAS,43681143,68641826,1998,36892180.66,7995541.602,0.849093493,37,25,7.964205637,1.506741607,0.657648114
14,19,-5,Toronto ,TOR,34368500,54007663,1998,36892180.66,7995541.602,-0.315635986,23,25,7.964205637,-0.251123601,0.064512385
24,1,23,Utah ,UTA,30298560,47612044,1998,36892180.66,7995541.602,-0.824662166,37,25,7.964205637,1.506741607,2.331403773
15,24,-9,Washington ,WAS,34018500,53457666,1998,36892180.66,7995541.602,-0.359410381,18,25,7.964205637,-0.878932604,-0.519522223
13,10,3,Atlanta ,ATL,30133827,48150767,1997,32708207.21,8824355.117,-0.29173579,50,41,15.53337421,0.579397617,0.871133407
22,20,2,Boston ,BOS,26800500,42824449,1997,32708207.21,8824355.117,-0.6694775,36,41,15.53337421,-0.321887565,0.347589935
16,14,2,Brooklyn ,BRK,28504567,45547375,1997,32708207.21,8824355.117,-0.476367978,43,41,15.53337421,0.128755026,0.605123004
21,9,12,Charlotte ,CHO,27006013,43152838,1997,32708207.21,8824355.117,-0.646188207,51,41,15.53337421,0.64377513,1.289963337
1,1,0,Chicago ,CHI,61330670,98000129,1997,32708207.21,8824355.117,3.243575583,62,41,15.53337421,1.351927773,-1.89164781
23,11,12,Cleveland ,CLE,26677290,42627571,1997,32708207.21,8824355.117,-0.683439994,47,41,15.53337421,0.386265078,1.069705072
20,24,-4,Dallas ,DAL,27268948,43572982,1997,32708207.21,8824355.117,-0.616391695,20,41,15.53337421,-1.351927773,-0.735536078
24,29,-5,Denver ,DEN,26518960,42374576,1997,32708207.21,8824355.117,-0.701382381,11,41,15.53337421,-1.93132539,-1.229943008
27,19,8,Detroit ,DET,24876625,39750293,1997,32708207.21,8824355.117,-0.887496265,37,41,15.53337421,-0.257510052,0.629986213
11,25,-14,Golden State ,GSW,32856469,52501269,1997,32708207.21,8824355.117,0.016801431,19,41,15.53337421,-1.416305286,-1.433106717
17,17,0,Houston ,HOU,28086350,44879108,1997,32708207.21,8824355.117,-0.52376147,41,41,15.53337421,0,0.52376147
5,5,0,Indiana ,IND,39162273,62577297,1997,32708207.21,8824355.117,0.731392346,58,41,15.53337421,1.094417721,0.363025375
29,27,2,LA Clippers ,LAC,24493625,39138299,1997,32708207.21,8824355.117,-0.93089887,17,41,15.53337421,-1.545060312,-0.614161442
9,3,6,LA Lakers ,LAL,36304583,58011003,1997,32708207.21,8824355.117,0.407551118,61,41,15.53337421,1.28755026,0.879999142
26,25,1,Memphis ,MEM,25637110,40965470,1997,32708207.21,8824355.117,-0.80131603,19,41,15.53337421,-1.416305286,-0.614989256
10,8,2,Miami ,MIA,34641186,55353062,1997,32708207.21,8824355.117,0.219050431,55,41,15.53337421,0.901285182,0.682234751
25,20,5,Milwaukee ,MIL,25919828,41417226,1997,32708207.21,8824355.117,-0.769277655,36,41,15.53337421,-0.321887565,0.44739009
18,13,5,Minnesota ,MIN,27787780,44402020,1997,32708207.21,8824355.117,-0.557596237,45,41,15.53337421,0.257510052,0.815106289
2,14,-12,New York ,NYK,53974881,86246331,1997,32708207.21,8824355.117,2.409997503,43,41,15.53337421,0.128755026,-2.281242477
7,3,4,Oklahoma City ,OKC,37592175,60068441,1997,32708207.21,8824355.117,0.553464557,61,41,15.53337421,1.28755026,0.734085703
3,17,-14,Orlando ,ORL,43954299,70234463,1997,32708207.21,8824355.117,1.274437808,41,41,15.53337421,0,-1.274437808
12,22,-10,Philadelphia ,PHI,31420520,50206769,1997,32708207.21,8824355.117,-0.145924228,31,41,15.53337421,-0.64377513,-0.497850902
8,6,2,Phoenix ,PHO,36937876,59022938,1997,32708207.21,8824355.117,0.479317609,56,41,15.53337421,0.965662695,0.486345086
19,12,7,Portland ,POR,27786719,44400327,1997,32708207.21,8824355.117,-0.557716472,46,41,15.53337421,0.321887565,0.879604037
14,23,-9,Sacramento ,SAC,30046350,48010984,1997,32708207.21,8824355.117,-0.301648922,27,41,15.53337421,-0.901285182,-0.59963626
6,6,0,San Antonio ,SAS,38846163,62072186,1997,32708207.21,8824355.117,0.695569899,56,41,15.53337421,0.965662695,0.270092796
28,28,0,Toronto ,TOR,24748905,39546211,1997,32708207.21,8824355.117,-0.901969844,16,41,15.53337421,-1.609437825,-0.707467981
15,1,14,Utah ,UTA,28505442,45548773,1997,32708207.21,8824355.117,-0.476268821,62,41,15.53337421,1.351927773,1.828196594
4,16,-12,Washington ,WAS,40718075,65063311,1997,32708207.21,8824355.117,0.907700074,42,41,15.53337421,0.064377513,-0.843322561
16,7,9,Atlanta ,ATL,25806100,42182839,1996,27712800,8211632.428,-0.232195001,56,41,15.65931945,0.957896034,1.190091035
15,28,-13,Boston ,BOS,25853500,42260318,1996,27712800,8211632.428,-0.226422702,15,41,15.65931945,-1.660353126,-1.433930424
17,23,-6,Brooklyn ,BRK,25426600,41562504,1996,27712800,8211632.428,-0.278409929,26,41,15.65931945,-0.957896034,-0.679486105
26,9,17,Charlotte ,CHO,20975500,34286702,1996,27712800,8211632.428,-0.820458059,54,41,15.65931945,0.830176563,1.650634621
1,1,0,Chicago ,CHI,58270000,95248572,1996,27712800,8211632.428,3.721208939,69,41,15.65931945,1.788072597,-1.933136343
27,14,13,Cleveland ,CLE,18867500,30840951,1996,27712800,8211632.428,-1.077167065,42,41,15.65931945,0.063859736,1.1410268
13,24,-11,Dallas ,DAL,26107500,42675509,1996,27712800,8211632.428,-0.195490971,24,41,15.65931945,-1.085615505,-0.890124534
25,26,-1,Denver ,DEN,21243300,34724452,1996,27712800,8211632.428,-0.787845785,21,41,15.65931945,-1.277194712,-0.489348927
11,9,2,Detroit ,DET,26848500,43886755,1996,27712800,8211632.428,-0.105253128,54,41,15.65931945,0.830176563,0.935429691
6,21,-15,Golden State ,GSW,31087000,50815036,1996,27712800,8211632.428,0.4109049,30,41,15.65931945,-0.702457092,-1.113361991
12,4,8,Houston ,HOU,26275000,42949307,1996,27712800,8211632.428,-0.175093078,57,41,15.65931945,1.02175577,1.196848848
3,17,-14,Indiana ,IND,39480000,64534299,1996,27712800,8211632.428,1.432991564,39,41,15.65931945,-0.127719471,-1.560711036
23,18,5,LA Clippers ,LAC,23336500,38146014,1996,27712800,8211632.428,-0.532939101,36,41,15.65931945,-0.319298678,0.213640422
9,7,2,LA Lakers ,LAL,28838500,47139624,1996,27712800,8211632.428,0.137086019,56,41,15.65931945,0.957896034,0.820810015
29,29,0,Memphis ,MEM,15978000,26117753,1996,27712800,8211632.428,-1.429045942,14,41,15.65931945,-1.724212861,-0.295166919
24,3,21,Miami ,MIA,22421000,36649528,1996,27712800,8211632.428,-0.644427286,61,41,15.65931945,1.277194712,1.921621998
20,20,0,Milwaukee ,MIL,24222500,39594275,1996,27712800,8211632.428,-0.42504338,33,41,15.65931945,-0.510877885,-0.085834505
21,15,6,Minnesota ,MIN,24100500,39394852,1996,27712800,8211632.428,-0.439900353,40,41,15.65931945,-0.063859736,0.376040617
14,4,10,New York ,NYK,25923500,42374740,1996,27712800,8211632.428,-0.217898209,57,41,15.65931945,1.02175577,1.239653979
8,4,4,Oklahoma City ,OKC,30301500,49531054,1996,27712800,8211632.428,0.315247915,57,41,15.65931945,1.02175577,0.706507855
2,12,-10,Orlando ,ORL,40149100,65628015,1996,27712800,8211632.428,1.514473536,45,41,15.65931945,0.255438942,-1.259034594
22,25,-3,Philadelphia ,PHI,23669500,38690338,1996,27712800,8211632.428,-0.492386871,22,41,15.65931945,-1.213334977,-0.720948105
4,15,-11,Phoenix ,PHO,36140000,59074708,1996,27712800,8211632.428,1.026251488,40,41,15.65931945,-0.063859736,-1.090111224
19,11,8,Portland ,POR,24903500,40707441,1996,27712800,8211632.428,-0.342112244,49,41,15.65931945,0.510877885,0.852990129
10,19,-9,Sacramento ,SAC,27820200,45475101,1996,27712800,8211632.428,0.013079007,34,41,15.65931945,-0.447018149,-0.460097156
7,27,-20,San Antonio ,SAS,30785500,50322202,1996,27712800,8211632.428,0.374188692,20,41,15.65931945,-1.341054448,-1.71524314
28,21,7,Toronto ,TOR,18633900,30459106,1996,27712800,8211632.428,-1.105614514,30,41,15.65931945,-0.702457092,0.403157423
18,2,16,Utah ,UTA,25267000,41301622,1996,27712800,8211632.428,-0.297845772,64,41,15.65931945,1.468773919,1.766619691
5,13,-8,Washington ,WAS,34940000,57113182,1996,27712800,8211632.428,0.880117329,44,41,15.65931945,0.191579207,-0.688538122
22,11,11,Atlanta ,ATL,22227000,37333042,1995,24974743.45,5475340.686,-0.501839722,46,41,14.04838577,0.355912777,0.8577525
27,21,6,Boston ,BOS,20219000,33960353,1995,24974743.45,5475340.686,-0.868574893,33,41,14.04838577,-0.569460444,0.299114449
20,22,-2,Brooklyn ,BRK,22580000,37925954,1995,24974743.45,5475340.686,-0.437368848,30,41,14.04838577,-0.78300811,-0.345639262
16,15,1,Charlotte ,CHO,23084000,38772484,1995,24974743.45,5475340.686,-0.345319781,41,41,14.04838577,0,0.345319781
15,1,14,Chicago ,CHI,23512000,39491362,1995,24974743.45,5475340.686,-0.267151129,72,41,14.04838577,2.20665922,2.47381035
5,9,-4,Cleveland ,CLE,27695000,46517240,1995,24974743.45,5475340.686,0.496819597,47,41,14.04838577,0.427095333,-0.069724264
25,24,1,Dallas ,DAL,21753000,36536902,1995,24974743.45,5475340.686,-0.588409678,26,41,14.04838577,-1.067738332,-0.479328655
10,20,-10,Denver ,DEN,24553000,41239856,1995,24974743.45,5475340.686,-0.077025974,35,41,14.04838577,-0.427095333,-0.350069359
12,11,1,Detroit ,DET,23970000,40260635,1995,24974743.45,5475340.686,-0.183503366,46,41,14.04838577,0.355912777,0.539416144
18,19,-1,Golden State ,GSW,22877000,38424802,1995,24974743.45,5475340.686,-0.383125648,36,41,14.04838577,-0.355912777,0.027212871
8,8,0,Houston ,HOU,25632000,43052173,1995,24974743.45,5475340.686,0.120039389,48,41,14.04838577,0.498277888,0.378238499
14,7,7,Indiana ,IND,23909000,40158175,1995,24974743.45,5475340.686,-0.194644226,52,41,14.04838577,0.78300811,0.977652336
26,23,3,LA Clippers ,LAC,21165000,35549282,1995,24974743.45,5475340.686,-0.695800256,29,41,14.04838577,-0.854190666,-0.15839041
4,6,-2,LA Lakers ,LAL,30073000,50511389,1995,24974743.45,5475340.686,0.931130471,53,41,14.04838577,0.854190666,-0.076939805
28,29,-1,Memphis ,MEM,18413000,30926946,1995,24974743.45,5475340.686,-1.198417382,15,41,14.04838577,-1.850746443,-0.652329061
24,14,10,Miami ,MIA,22087000,37097896,1995,24974743.45,5475340.686,-0.527408907,42,41,14.04838577,0.071182555,0.598591463
17,26,-9,Milwaukee ,MIL,23011000,38649873,1995,24974743.45,5475340.686,-0.358652285,25,41,14.04838577,-1.138920888,-0.780268603
19,24,-5,Minnesota ,MIN,22642000,38030088,1995,24974743.45,5475340.686,-0.426045352,26,41,14.04838577,-1.067738332,-0.641692981
1,9,-8,New York ,NYK,43329000,72776518,1995,24974743.45,5475340.686,3.352167035,47,41,14.04838577,0.427095333,-2.925071702
7,2,5,Oklahoma City ,OKC,25852000,43421692,1995,24974743.45,5475340.686,0.160219537,64,41,14.04838577,1.637198776,1.476979239
2,3,-1,Orlando ,ORL,36526560,61350958,1995,24974743.45,5475340.686,2.109789548,60,41,14.04838577,1.352468554,-0.757320994
9,28,-19,Philadelphia ,PHI,25133000,42214038,1995,24974743.45,5475340.686,0.028903508,18,41,14.04838577,-1.637198776,-1.666102284
3,15,-12,Phoenix ,PHO,36525000,61348342,1995,24974743.45,5475340.686,2.109504634,41,41,14.04838577,0,-2.109504634
13,13,0,Portland ,POR,23926000,40186728,1995,24974743.45,5475340.686,-0.191539396,44,41,14.04838577,0.213547666,0.405087063
11,17,-6,Sacramento ,SAC,24391000,40967756,1995,24974743.45,5475340.686,-0.106613174,39,41,14.04838577,-0.142365111,-0.035751937
6,4,2,San Antonio ,SAS,26553000,44599107,1995,24974743.45,5475340.686,0.2882481,59,41,14.04838577,1.281285999,0.993037899
29,27,2,Toronto ,TOR,17955000,30157682,1995,24974743.45,5475340.686,-1.282065145,21,41,14.04838577,-1.42365111,-0.141585965
21,5,16,Utah ,UTA,22451000,37709282,1995,24974743.45,5475340.686,-0.460929026,55,41,14.04838577,0.996555777,1.457484803
23,17,6,Washington ,WAS,22224000,37328004,1995,24974743.45,5475340.686,-0.502387633,39,41,14.04838577,-0.142365111,0.360022522
14,14,0,Atlanta ,ATL,21869340,37849171,1994,22174957,5342105.404,-0.057209092,42,41,13.22294044,0.075626144,0.132835236
7,18,-11,Boston ,BOS,24462000,42336274,1994,22174957,5342105.404,0.428116412,35,41,13.22294044,-0.453756865,-0.881873277
10,21,-11,Brooklyn ,BRK,23121800,40016797,1994,22174957,5342105.404,0.177241542,30,41,13.22294044,-0.831887586,-1.009129128
19,8,11,Charlotte ,CHO,19346658,33483173,1994,22174957,5342105.404,-0.529435267,50,41,13.22294044,0.680635298,1.210070564
12,10,2,Chicago ,CHI,22053129,38167252,1994,22174957,5342105.404,-0.022805241,47,41,13.22294044,0.453756865,0.476562106
3,13,-10,Cleveland ,CLE,28106000,48642933,1994,22174957,5342105.404,1.110244473,43,41,13.22294044,0.151252288,-0.958992185
21,17,4,Dallas ,DAL,18053100,31244422,1994,22174957,5342105.404,-0.771579123,36,41,13.22294044,-0.378130721,0.393448402
13,15,-2,Denver ,DEN,21940500,37972326,1994,22174957,5342105.404,-0.043888501,41,41,13.22294044,0,0.043888501
26,22,4,Detroit ,DET,16339300,28278352,1994,22174957,5342105.404,-1.092388966,28,41,13.22294044,-0.983139874,0.109249092
17,23,-6,Golden State ,GSW,19797300,34263099,1994,22174957,5342105.404,-0.445078639,26,41,13.22294044,-1.134392163,-0.689313524
24,10,14,Houston ,HOU,17578600,30423203,1994,22174957,5342105.404,-0.86040178,47,41,13.22294044,0.453756865,1.314158645
6,7,-1,Indiana ,IND,24918500,43126338,1994,22174957,5342105.404,0.513569612,52,41,13.22294044,0.831887586,0.318317974
22,27,-5,LA Clippers ,LAC,17876700,30939122,1994,22174957,5342105.404,-0.804599811,17,41,13.22294044,-1.81502746,-1.010427649
1,9,-8,LA Lakers ,LAL,42068300,72807429,1994,22174957,5342105.404,3.723876917,48,41,13.22294044,0.529383009,-3.194493907
16,20,-4,Miami ,MIA,20142000,34859671,1994,22174957,5342105.404,-0.380553517,32,41,13.22294044,-0.680635298,-0.30008178
27,19,8,Milwaukee ,MIL,16256960,28135846,1994,22174957,5342105.404,-1.107802365,34,41,13.22294044,-0.529383009,0.578419356
23,25,-2,Minnesota ,MIN,17673260,30587030,1994,22174957,5342105.404,-0.842682175,21,41,13.22294044,-1.512522883,-0.669840709
5,6,-1,New York ,NYK,25748900,44563509,1994,22174957,5342105.404,0.669013943,55,41,13.22294044,1.058766018,0.389752075
8,4,4,Oklahoma City ,OKC,24073500,41663901,1994,22174957,5342105.404,0.355392276,57,41,13.22294044,1.210018307,0.85462603
2,4,-2,Orlando ,ORL,29069916,50311174,1994,22174957,5342105.404,1.290681946,57,41,13.22294044,1.210018307,-0.08066364
18,24,-6,Philadelphia ,PHI,19709510,34111160,1994,22174957,5342105.404,-0.461512234,24,41,13.22294044,-1.285644451,-0.824132217
9,3,6,Phoenix ,PHO,23170884,40101746,1994,22174957,5342105.404,0.18642968,59,41,13.22294044,1.361270595,1.174840915
4,12,-8,Portland ,POR,26658000,46136887,1994,22174957,5342105.404,0.839190293,44,41,13.22294044,0.226878433,-0.612311861
15,16,-1,Sacramento ,SAC,20209000,34975628,1994,22174957,5342105.404,-0.368011645,39,41,13.22294044,-0.151252288,0.216759357
11,1,10,San Antonio ,SAS,22721982,39324833,1994,22174957,5342105.404,0.102398766,62,41,13.22294044,1.588149028,1.485750262
20,2,18,Utah ,UTA,18708950,32379496,1994,22174957,5342105.404,-0.648809175,60,41,13.22294044,1.436896739,2.085705914
25,25,0,Washington ,WAS,17049750,29507926,1994,22174957,5342105.404,-0.959398329,21,41,13.22294044,-1.512522883,-0.553124554
4,3,1,Atlanta ,ATL,22510000,39929209,1993,18530902.41,2822885.525,1.409585177,57,41,14.53907203,1.10048289,-0.309102287
14,19,-5,Boston ,BOS,17881000,31718087,1993,18530902.41,2822885.525,-0.230226271,32,41,14.53907203,-0.619021626,-0.388795355
8,14,-6,Brooklyn ,BRK,20107000,35666666,1993,18530902.41,2822885.525,0.558328554,45,41,14.53907203,0.275120722,-0.283207831
13,17,-4,Charlotte ,CHO,17952000,31844032,1993,18530902.41,2822885.525,-0.205074702,41,41,14.53907203,0,0.205074702
12,6,6,Chicago ,CHI,18531000,32871084,1993,18530902.41,2822885.525,3.45719E-05,55,41,14.53907203,0.962922529,0.962887957
1,11,-10,Cleveland ,CLE,23711000,42059595,1993,18530902.41,2822885.525,1.835036365,47,41,14.53907203,0.412681084,-1.422355281
27,27,0,Dallas ,DAL,14321000,25403204,1993,18530902.41,2822885.525,-1.491347194,13,41,14.53907203,-1.925845057,-0.434497863
21,15,6,Denver ,DEN,16110000,28576612,1993,18530902.41,2822885.525,-0.857598505,42,41,14.53907203,0.068780181,0.926378686
23,24,-1,Detroit ,DET,15826000,28072838,1993,18530902.41,2822885.525,-0.958204781,20,41,14.53907203,-1.444383793,-0.486179012
11,9,2,Golden State ,GSW,19239000,34126967,1993,18530902.41,2822885.525,0.250841767,50,41,14.53907203,0.619021626,0.368179859
19,2,17,Houston ,HOU,16757000,29724288,1993,18530902.41,2822885.525,-0.628400405,58,41,14.53907203,1.169263071,1.797663476
17,11,6,Indiana ,IND,17196000,30503004,1993,18530902.41,2822885.525,-0.472885774,47,41,14.53907203,0.412681084,0.885566858
7,21,-14,LA Clippers ,LAC,20188000,35810344,1993,18530902.41,2822885.525,0.587022597,27,41,14.53907203,-0.962922529,-1.549945126
3,18,-15,LA Lakers ,LAL,23478000,41646288,1993,18530902.41,2822885.525,1.752496709,33,41,14.53907203,-0.550241445,-2.302738154
15,15,0,Miami ,MIA,17811000,31593921,1993,18530902.41,2822885.525,-0.255023592,42,41,14.53907203,0.068780181,0.323803773
26,24,2,Milwaukee ,MIL,14889000,26410751,1993,18530902.41,2822885.525,-1.290134642,20,41,14.53907203,-1.444383793,-0.154249151
24,24,0,Minnesota ,MIN,15496000,27487472,1993,18530902.41,2822885.525,-1.07510644,20,41,14.53907203,-1.444383793,-0.369277353
5,3,2,New York ,NYK,22109000,39217897,1993,18530902.41,2822885.525,1.267531949,57,41,14.53907203,1.10048289,-0.167049059
22,1,21,Oklahoma City ,OKC,15967000,28322953,1993,18530902.41,2822885.525,-0.908255891,63,41,14.53907203,1.513163974,2.421419864
9,9,0,Orlando ,ORL,19939000,35368659,1993,18530902.41,2822885.525,0.498814982,50,41,14.53907203,0.619021626,0.120206644
25,22,3,Philadelphia ,PHI,15354000,27235587,1993,18530902.41,2822885.525,-1.125409578,25,41,14.53907203,-1.10048289,0.024926688
6,5,1,Phoenix ,PHO,21485000,38111019,1993,18530902.41,2822885.525,1.04648154,56,41,14.53907203,1.031702709,-0.014778831
2,11,-9,Portland ,POR,23534000,41745624,1993,18530902.41,2822885.525,1.772334566,47,41,14.53907203,0.412681084,-1.359653482
16,20,-4,Sacramento ,SAC,17397000,30859547,1993,18530902.41,2822885.525,-0.401682037,28,41,14.53907203,-0.894142348,-0.492460311
10,6,4,San Antonio ,SAS,19316365,34264203,1993,18530902.41,2822885.525,0.278248121,55,41,14.53907203,0.962922529,0.684674408
18,8,10,Utah ,UTA,16990000,30137594,1993,18530902.41,2822885.525,-0.545860749,53,41,14.53907203,0.825362167,1.371222916
20,23,-3,Washington ,WAS,16240000,28807210,1993,18530902.41,2822885.525,-0.811546337,24,41,14.53907203,-1.169263071,-0.357716734
6,12,-6,Atlanta ,ATL,18036000,32951455,1992,15888377.04,2739824.825,0.783854115,43,41,12.98519867,0.154021517,-0.629832598
1,9,-8,Boston ,BOS,25217000,46071017,1992,15888377.04,2739824.825,3.4048246,48,41,12.98519867,0.53907531,-2.86574929
10,12,-2,Brooklyn ,BRK,16314000,29805392,1992,15888377.04,2739824.825,0.155346779,43,41,12.98519867,0.154021517,-0.001325262
19,11,8,Charlotte ,CHO,14150000,25851799,1992,15888377.04,2739824.825,-0.634484738,44,41,12.98519867,0.231032276,0.865517014
4,3,1,Chicago ,CHI,18536000,33864948,1992,15888377.04,2739824.825,0.966347534,57,41,12.98519867,1.232172137,0.265824603
2,6,-4,Cleveland ,CLE,19676000,35947709,1992,15888377.04,2739824.825,1.382432529,54,41,12.98519867,1.001139861,-0.381292668
27,27,0,Dallas ,DAL,10859000,19839198,1992,15888377.04,2739824.825,-1.835656423,11,41,12.98519867,-2.310322757,-0.474666334
25,19,6,Denver ,DEN,13776180,25168837,1992,15888377.04,2739824.825,-0.770924118,36,41,12.98519867,-0.385053793,0.385870325
23,17,6,Detroit ,DET,13954000,25493714,1992,15888377.04,2739824.825,-0.706022159,40,41,12.98519867,-0.077010759,0.6290114
13,21,-8,Golden State ,GSW,15473000,28268900,1992,15888377.04,2739824.825,-0.151607151,34,41,12.98519867,-0.53907531,-0.387468159
12,4,8,Houston ,HOU,15877000,29006999,1992,15888377.04,2739824.825,-0.004152469,55,41,12.98519867,1.07815062,1.082303089
11,14,-3,Indiana ,IND,16268000,29721350,1992,15888377.04,2739824.825,0.138557385,41,41,12.98519867,0,-0.138557385
17,14,3,LA Clippers ,LAC,14288000,26103924,1992,15888377.04,2739824.825,-0.584116555,41,41,12.98519867,0,0.584116555
3,18,-15,LA Lakers ,LAL,18851000,34440446,1992,15888377.04,2739824.825,1.081318388,39,41,12.98519867,-0.154021517,-1.235339905
14,19,-5,Miami ,MIA,15125000,27633109,1992,15888377.04,2739824.825,-0.278622571,36,41,12.98519867,-0.385053793,-0.106431222
21,22,-1,Milwaukee ,MIL,14032000,25636219,1992,15888377.04,2739824.825,-0.677553185,28,41,12.98519867,-1.001139861,-0.323586676
26,26,0,Minnesota ,MIN,13732000,25088123,1992,15888377.04,2739824.825,-0.787049237,19,41,12.98519867,-1.694236688,-0.907187452
22,2,20,New York ,NYK,14001000,25579580,1992,15888377.04,2739824.825,-0.688867777,60,41,12.98519867,1.463204413,2.15207219
20,4,16,Oklahoma City ,OKC,14033000,25638043,1992,15888377.04,2739824.825,-0.677188198,55,41,12.98519867,1.07815062,1.755338818
15,14,1,Orlando ,ORL,14970000,27349923,1992,15888377.04,2739824.825,-0.335195531,41,41,12.98519867,0,0.335195531
7,23,-16,Philadelphia ,PHI,17367000,31729204,1992,15888377.04,2739824.825,0.53967792,26,41,12.98519867,-1.155161378,-1.694839299
18,1,17,Phoenix ,PHO,14280000,26089308,1992,15888377.04,2739824.825,-0.587036449,62,41,12.98519867,1.61722593,2.204262379
9,7,2,Portland ,POR,16369000,29905878,1992,15888377.04,2739824.825,0.175421056,51,41,12.98519867,0.770107586,0.59468653
24,24,0,Sacramento ,SAC,13953000,25491885,1992,15888377.04,2739824.825,-0.706387145,25,41,12.98519867,-1.232172137,-0.525784992
5,8,-3,San Antonio ,SAS,18083000,33037323,1992,15888377.04,2739824.825,0.801008496,49,41,12.98519867,0.616086068,-0.184922428
16,10,6,Utah ,UTA,14517000,26522305,1992,15888377.04,2739824.825,-0.500534569,47,41,12.98519867,0.462064551,0.96259912
8,25,-17,Washington ,WAS,17249000,31513620,1992,15888377.04,2739824.825,0.496609473,22,41,12.98519867,-1.463204413,-1.959813886
13,17,-4,Atlanta ,ATL,12930000,24352412,1991,13688222.22,2781161.01,-0.272627949,38,41,13.07963773,-0.229364151,0.043263798
1,7,-6,Boston ,BOS,25343000,47731109,1991,13688222.22,2781161.01,4.190615982,51,41,13.07963773,0.764547169,-3.426068813
18,15,3,Brooklyn ,BRK,12598000,23727122,1991,13688222.22,2781161.01,-0.392002555,40,41,13.07963773,-0.076454717,0.315547838
17,20,-3,Charlotte ,CHO,12625000,23777974,1991,13688222.22,2781161.01,-0.382294379,31,41,13.07963773,-0.764547169,-0.38225279
3,1,2,Chicago ,CHI,16829000,31695804,1991,13688222.22,2781161.01,1.129304548,67,41,13.07963773,1.98782264,0.858518092
2,2,0,Cleveland ,CLE,16882000,31795625,1991,13688222.22,2781161.01,1.148361338,57,41,13.07963773,1.223275471,0.074914133
11,25,-14,Dallas ,DAL,13004000,24491783,1991,13688222.22,2781161.01,-0.246020356,22,41,13.07963773,-1.452639622,-1.206619266
24,24,0,Denver ,DEN,11879000,22372953,1991,13688222.22,2781161.01,-0.650527681,24,41,13.07963773,-1.299730188,-0.649202507
5,9,-4,Detroit ,DET,15428000,29057155,1991,13688222.22,2781161.01,0.625558093,48,41,13.07963773,0.535183019,-0.090375074
19,4,15,Golden State ,GSW,12500000,23542550,1991,13688222.22,2781161.01,-0.427239638,55,41,13.07963773,1.070366037,1.497605675
10,14,-4,Houston ,HOU,13274000,25000304,1991,13688222.22,2781161.01,-0.148938598,42,41,13.07963773,0.076454717,0.225393315
6,15,-9,Indiana ,IND,15090000,28420564,1991,13688222.22,2781161.01,0.504026115,40,41,13.07963773,-0.076454717,-0.580480831
12,12,0,LA Clippers ,LAC,12976000,24439050,1991,13688222.22,2781161.01,-0.256088094,45,41,13.07963773,0.305818868,0.561906962
4,13,-9,LA Lakers ,LAL,15673000,29518589,1991,13688222.22,2781161.01,0.713650799,43,41,13.07963773,0.152909434,-0.560741365
26,17,9,Miami ,MIA,11514000,21685509,1991,13688222.22,2781161.01,-0.781767835,38,41,13.07963773,-0.229364151,0.552403684
21,20,1,Milwaukee ,MIL,12451000,23450261,1991,13688222.22,2781161.01,-0.444858179,31,41,13.07963773,-0.764547169,-0.31968899
27,27,0,Minnesota ,MIN,10763000,20271074,1991,13688222.22,2781161.01,-1.051798947,15,41,13.07963773,-1.98782264,-0.936023693
