year_rank_salary,year_rank_wins,year_rank_wins minus year_rank_salary,team,team code,payroll,payroll (adjusted for inflation),year (season started in),average yearly payroll,stdev yearly payroll,yearly payroll z score,wins,average yearly wins,stdev yearly wins,yearly wins z score,wins z - payroll z
22,7,15,New York ,NYK,12399000,23352323,1991,13688222.22,2781161.01,-0.463555406,51,41,13.07963773,0.764547169,1.228102576
9,10,-1,Oklahoma City ,OKC,13308000,25064338,1991,13688222.22,2781161.01,-0.136713488,47,41,13.07963773,0.458728302,0.59544179
23,26,-3,Orlando ,ORL,12250000,23071699,1991,13688222.22,2781161.01,-0.517130154,21,41,13.07963773,-1.529094339,-1.011964184
7,19,-12,Philadelphia ,PHI,14058000,26476889,1991,13688222.22,2781161.01,0.132958062,35,41,13.07963773,-0.458728302,-0.591686364
8,6,2,Phoenix ,PHO,13593000,25601110,1991,13688222.22,2781161.01,-0.034238299,53,41,13.07963773,0.917456603,0.951694902
15,2,13,Portland ,POR,12742000,23998331,1991,13688222.22,2781161.01,-0.340225618,57,41,13.07963773,1.223275471,1.563501088
20,22,-2,Sacramento ,SAC,12492000,23527480,1991,13688222.22,2781161.01,-0.430116134,29,41,13.07963773,-0.917456603,-0.487340469
25,10,15,San Antonio ,SAS,11587000,21822996,1991,13688222.22,2781161.01,-0.755519804,47,41,13.07963773,0.458728302,1.214248106
14,4,10,Utah ,UTA,12761000,24034117,1991,13688222.22,2781161.01,-0.333393938,55,41,13.07963773,1.070366037,1.403759975
16,23,-7,Washington ,WAS,12633000,23793041,1991,13688222.22,2781161.01,-0.379417883,25,41,13.07963773,-1.223275471,-0.843857588
5,13,-8,Atlanta ,ATL,11761000,23190893,1990,10872703.7,1525356.7,0.582353161,43,41,12.96444843,0.154268036,-0.428085125
11,4,7,Boston ,BOS,11256000,22195108,1990,10872703.7,1525356.7,0.251283058,56,41,12.96444843,1.157010272,0.905727214
10,23,-13,Brooklyn ,BRK,11410000,22498774,1990,10872703.7,1525356.7,0.35224305,26,41,12.96444843,-1.157010272,-1.509253322
19,23,-4,Charlotte ,CHO,10417000,20540730,1990,10872703.7,1525356.7,-0.298752222,26,41,12.96444843,-1.157010272,-0.85825805
22,2,20,Chicago ,CHI,10040000,19797344,1990,10872703.7,1525356.7,-0.545907527,61,41,12.96444843,1.542680362,2.088587889
1,17,-16,Cleveland ,CLE,14403000,28400511,1990,10872703.7,1525356.7,2.314407047,33,41,12.96444843,-0.617072145,-2.931479192
6,22,-16,Dallas ,DAL,11693000,23056806,1990,10872703.7,1525356.7,0.537773425,28,41,12.96444843,-1.002742235,-1.54051566
20,27,-7,Denver ,DEN,10335000,20379037,1990,10872703.7,1525356.7,-0.35251014,20,41,12.96444843,-1.61981438,-1.267304241
3,9,-6,Detroit ,DET,12910000,25456546,1990,10872703.7,1525356.7,1.335619594,50,41,12.96444843,0.694206163,-0.641413431
13,11,2,Golden State ,GSW,11150000,21986093,1990,10872703.7,1525356.7,0.181791116,44,41,12.96444843,0.231402054,0.049610939
18,8,10,Houston ,HOU,10500000,20704394,1990,10872703.7,1525356.7,-0.24433872,52,41,12.96444843,0.848474199,1.092812919
15,14,1,Indiana ,IND,10981000,21652854,1990,10872703.7,1525356.7,0.070997358,41,41,12.96444843,0,-0.070997358
21,18,3,LA Clippers ,LAC,10245000,20201572,1990,10872703.7,1525356.7,-0.411512732,31,41,12.96444843,-0.771340181,-0.359827449
4,3,1,LA Lakers ,LAL,12120000,23898788,1990,10872703.7,1525356.7,0.817707947,58,41,12.96444843,1.311278308,0.493570361
25,26,-1,Miami ,MIA,8510000,16780417,1990,10872703.7,1525356.7,-1.548951602,24,41,12.96444843,-1.311278308,0.237673294
8,10,-2,Milwaukee ,MIL,11595000,22863565,1990,10872703.7,1525356.7,0.473526157,48,41,12.96444843,0.539938127,0.06641197
26,21,5,Minnesota ,MIN,7540000,14867725,1990,10872703.7,1525356.7,-2.184868433,29,41,12.96444843,-0.925608217,1.259260216
2,16,-14,New York ,NYK,13290000,26205847,1990,10872703.7,1525356.7,1.584741652,39,41,12.96444843,-0.154268036,-1.739009688
17,14,3,Oklahoma City ,OKC,10590000,20881860,1990,10872703.7,1525356.7,-0.185336127,41,41,12.96444843,0,0.185336127
27,18,9,Orlando ,ORL,7532000,14851950,1990,10872703.7,1525356.7,-2.190113108,31,41,12.96444843,-0.771340181,1.418772927
7,11,-4,Philadelphia ,PHI,11640000,22952300,1990,10872703.7,1525356.7,0.503027453,44,41,12.96444843,0.231402054,-0.271625399
9,5,4,Phoenix ,PHO,11463000,22603283,1990,10872703.7,1525356.7,0.386989021,55,41,12.96444843,1.079876254,0.692887232
12,1,11,Portland ,POR,11215000,22114265,1990,10872703.7,1525356.7,0.224404099,63,41,12.96444843,1.696948399,1.472544299
24,25,-1,Sacramento ,SAC,9605000,18939591,1990,10872703.7,1525356.7,-0.831086725,25,41,12.96444843,-1.23414429,-0.403057565
14,5,9,San Antonio ,SAS,11057000,21802712,1990,10872703.7,1525356.7,0.12082177,55,41,12.96444843,1.079876254,0.959054484
16,7,9,Utah ,UTA,10695000,21088904,1990,10872703.7,1525356.7,-0.116499769,54,41,12.96444843,1.002742235,1.119242005
23,20,3,Washington ,WAS,9610000,18949450,1990,10872703.7,1525356.7,-0.827808803,30,41,12.96444843,-0.848474199,-0.020665397
